Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0375,C43,Active Countermeasures,Threat Hunting C2 - DNS TXT Record Abuse w/ Faan Rossouw,https://www.youtube.com/watch?v=ccgdD2eWFxQ,transcripts/C43_Active_Countermeasures/V0375.txt,0,,1,Cobalt_Strike,14,Impact,Linux,0,0,3,2,0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,2,0
V0379,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 3 #infosec,https://www.youtube.com/watch?v=qIZ1jJCtiCo,transcripts/C43_Active_Countermeasures/V0379.txt,2,"Play, Qilin",0,,26,Impact,Windows,2,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,4,0
V0378,C43,Active Countermeasures,Fireside Friday – Authentication and Password Cracking #infosec,https://www.youtube.com/watch?v=d5GrSLjA0HU,transcripts/C43_Active_Countermeasures/V0378.txt,1,Hive,0,,6,Initial_Access,Windows,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0
V0381,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 1 #infosec,https://www.youtube.com/watch?v=8XA4EQ6xInE,transcripts/C43_Active_Countermeasures/V0381.txt,1,Play,0,,40,Impact,Linux,5,3,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,1
V0377,C43,Active Countermeasures,Command & Convo - Episode 5: Tunneled C2 Communication with Ligolo-ng,https://www.youtube.com/watch?v=wlZfypMkOGc,transcripts/C43_Active_Countermeasures/V0377.txt,0,,5,Cobalt_Strike,21,Impact,Linux,4,0,0,1,0,1,0,5,1,9,5,0,0,0,0,0,0,0,0,1,0
V0384,C43,Active Countermeasures,Fireside Friday – IP Transports #infosec,https://www.youtube.com/watch?v=vl-dwFFPseI,transcripts/C43_Active_Countermeasures/V0384.txt,0,,0,,9,Impact,Linux,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0
V0380,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 2 #infosec,https://www.youtube.com/watch?v=QNntaPWVNMg,transcripts/C43_Active_Countermeasures/V0380.txt,1,Play,0,,52,Impact,Windows,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,8,6,0
V0382,C43,Active Countermeasures,Fireside Friday – Firewalling – Hands-on #infosec,https://www.youtube.com/watch?v=4NTZIWSQSfc,transcripts/C43_Active_Countermeasures/V0382.txt,1,Play,0,,27,Execution,Linux,6,14,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
V0174,C19,OALabs,Automated AI Reverse Engineering with MCP for IDA and Ghidra (Live VIBE RE),https://www.youtube.com/watch?v=iFxNuk3kxhk,transcripts/C19_OALabs/V0174.txt,1,Play,0,,31,Impact,Windows,2,3,0,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,5,0,0
V0173,C19,OALabs,Reverse Engineering Access Tokens Part 2,https://www.youtube.com/watch?v=Y58eBWyJxDA,transcripts/C19_OALabs/V0173.txt,0,,0,,80,Privilege_Escalation,Windows,1,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V0175,C19,OALabs,Zombieware,https://www.youtube.com/watch?v=NNLZmB6_aGA,transcripts/C19_OALabs/V0175.txt,0,,0,,7,Impact,,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V0176,C19,OALabs,Introduction to YARA Part 1 - What is a YARA Rule,https://www.youtube.com/watch?v=3BpIhbsDR_I,transcripts/C19_OALabs/V0176.txt,0,,0,,2,Persistence,Windows,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
V0181,C19,OALabs,ESXiArgs Ransomware Analysis with @fwosar,https://www.youtube.com/watch?v=bBcvqxPdjoI,transcripts/C19_OALabs/V0181.txt,2,"Babuk, Play",0,,70,Impact,ESXi,4,5,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,6,18,24
V0178,C19,OALabs,Direct vs. Indirect Syscalls What Is All The HYPE?!  [OALABS Call-In Show],https://www.youtube.com/watch?v=W2SeruUxhDs,transcripts/C19_OALabs/V0178.txt,1,Play,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0182,C19,OALabs,Do Companies Actually Pay Ransomware [ Reverse Engineering AMA ],https://www.youtube.com/watch?v=-CD82mTcy5A,transcripts/C19_OALabs/V0182.txt,0,,0,,3,Persistence,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
V0177,C19,OALabs,How To Recognize Macro Encrypted Strings in Malware,https://www.youtube.com/watch?v=fEAGYjhKzJY,transcripts/C19_OALabs/V0177.txt,0,,0,,11,Execution,,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0075,C08,Red Canary,Add some clarity to your cloud threat detections now,https://www.youtube.com/watch?v=QLdbteD4GU4,transcripts/C08_Red_Canary/V0075.txt,1,Play,0,,10,Initial_Access,Linux,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
V0072,C08,Red Canary,Is OpenClaw an entry point for attackers?,https://www.youtube.com/watch?v=9M53_oFsDIE,transcripts/C08_Red_Canary/V0072.txt,0,,0,,5,Initial_Access,,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
V0079,C08,Red Canary,"Sha1-Hulud, MacSync Stealer, ScreenConnect: What we know!",https://www.youtube.com/watch?v=SNXcUTWtbdA,transcripts/C08_Red_Canary/V0079.txt,0,,0,,6,Execution,Windows,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0
V0071,C08,Red Canary,RMM abuse is ramping up. See the latest data!,https://www.youtube.com/watch?v=l3uEeKeq0KA,transcripts/C08_Red_Canary/V0071.txt,0,,0,,25,Execution,Windows,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0076,C08,Red Canary,How to spot and defend against AI threats,https://www.youtube.com/watch?v=1ZYsJcq-zQI,transcripts/C08_Red_Canary/V0076.txt,1,Play,0,,4,Initial_Access,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0078,C08,Red Canary,Modern app control that works,https://www.youtube.com/watch?v=B8_XRjKAzeU,transcripts/C08_Red_Canary/V0078.txt,1,Play,0,,16,Execution,Windows,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
V0074,C08,Red Canary,Why AI is worth it: Transforming detection engineering in the SOC,https://www.youtube.com/watch?v=miaXivB7Sv4,transcripts/C08_Red_Canary/V0074.txt,1,Play,0,,6,Initial_Access,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0297,C33,ESET,The State of Ransomware: Is it declining or shifting?,https://www.youtube.com/watch?v=EuIoOAtLZJM,transcripts/C33_ESET/V0297.txt,1,Play,0,,17,Initial_Access,,10,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
V0296,C33,ESET,How to get into Cybersecurity | Cybersecurity Podcast,https://www.youtube.com/watch?v=eJEQREqeML8,transcripts/C33_ESET/V0296.txt,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V0301,C33,ESET,Is Your Business REALLY Cyber Secure? | Cybersecurity Podcast,https://www.youtube.com/watch?v=vxo6WdxYF1U,transcripts/C33_ESET/V0301.txt,0,,0,,8,Initial_Access,Windows,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
V0299,C33,ESET,What is Penetration Testing? | Cybersecurity Podcast,https://www.youtube.com/watch?v=C43CwRkqM24,transcripts/C33_ESET/V0299.txt,1,Play,0,,18,Initial_Access,,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0295,C33,ESET,Why Is Your Data Worth So Much? | Cybersecurity Podcast,https://www.youtube.com/watch?v=38jedIJrEwI,transcripts/C33_ESET/V0295.txt,0,,0,,2,Persistence,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0300,C33,ESET,Unwrapping Christmas Scams | Cybersecurity Podcast,https://www.youtube.com/watch?v=L-61eaIg7fA,transcripts/C33_ESET/V0300.txt,0,,0,,7,Initial_Access,,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0294,C33,ESET,How Social Engineering Really Works | Cybersecurity Podcast,https://www.youtube.com/watch?v=PZY42BRJ9RI,transcripts/C33_ESET/V0294.txt,0,,0,,5,Initial_Access,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0291,C32,Sophos,Sophos X-Ops: MDR ThreatCast Oct. 2025,https://www.youtube.com/watch?v=GKQMVx8Bewo,transcripts/C32_Sophos/V0291.txt,3,"Akira, INC, Play",0,,63,Initial_Access,Windows,33,7,11,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,11,0,0
V0292,C32,Sophos,Sophos Central: Enroll and use authenticators,https://www.youtube.com/watch?v=EsVfZ0xCptE,transcripts/C32_Sophos/V0292.txt,0,,0,,2,Initial_Access,Windows,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
V0286,C32,Sophos,"Inside GOLD BLADE: Fake Resumes, Ransomware, and Real Business Impact",https://www.youtube.com/watch?v=PO12gHjeH-Y,transcripts/C32_Sophos/V0286.txt,1,LockBit,0,,4,Impact,,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
V0284,C32,Sophos,Sophos Workspace Protection: Set up Sophos Protected Browser,https://www.youtube.com/watch?v=s3i5QWFzIdE,transcripts/C32_Sophos/V0284.txt,0,,0,,6,Persistence,Windows,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
V0070,C07,Sophos X-Ops,Sophos X-Ops Incident Response: How To Investigate Rclone Data Exfiltration,https://www.youtube.com/watch?v=bWq1S0xr42s,transcripts/C07_Sophos_X-Ops/V0070.txt,0,,12,Rclone,23,Exfiltration,,1,0,1,0,0,0,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0
V0061,C07,Sophos X-Ops,Sophos MDR ThreatCast (Jan. 2025): 2024 Year in Review,https://www.youtube.com/watch?v=mMe9G0d_4rE,transcripts/C07_Sophos_X-Ops/V0061.txt,2,"Akira, Play",0,,71,Initial_Access,Linux,52,2,9,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,7,0
V0068,C07,Sophos X-Ops,Remote Ransomware vs Sophos CryptoGuard,https://www.youtube.com/watch?v=JPWU-yCaShg,transcripts/C07_Sophos_X-Ops/V0068.txt,5,"Akira, BlackCat, LockBit, Play, Royal",0,,11,Impact,Windows,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0
V0064,C07,Sophos X-Ops,Sophos MDR ThreatCast September 2024,https://www.youtube.com/watch?v=QO_OXeN9W-c,transcripts/C07_Sophos_X-Ops/V0064.txt,5,"Akira, Conti, Hive, Qilin, Royal",0,,63,Initial_Access,Windows,43,3,12,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,8,1,0
V0066,C07,Sophos X-Ops,Mad Liberator and the AnyDesk gambit,https://www.youtube.com/watch?v=QPrRU1bkmVU,transcripts/C07_Sophos_X-Ops/V0066.txt,0,,27,AnyDesk,4,Exfiltration,Windows,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,1,0,0
V0063,C07,Sophos X-Ops,Sophos MDR ThreatCast October 2024,https://www.youtube.com/watch?v=1GsWX8pNzoU,transcripts/C07_Sophos_X-Ops/V0063.txt,3,"Akira, Play, Qilin",0,,70,Initial_Access,Windows,43,2,14,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,10,5,0
V0062,C07,Sophos X-Ops,Sophos MDR ThreatCast November 2024,https://www.youtube.com/watch?v=IRl5UqbAx2s,transcripts/C07_Sophos_X-Ops/V0062.txt,4,"Akira, Hive, INC, Play",0,,92,Initial_Access,Windows,56,23,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,2
V0067,C07,Sophos X-Ops,RDP: Executing the 4624 4625 Login Query,https://www.youtube.com/watch?v=YpvAnSEk8HU,transcripts/C07_Sophos_X-Ops/V0067.txt,0,,0,,14,Initial_Access,Windows,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
V0065,C07,Sophos X-Ops,Sophos MDR ThreatCast August 2024,https://www.youtube.com/watch?v=TP0o_kQHVfA,transcripts/C07_Sophos_X-Ops/V0065.txt,3,"Akira, Play, Royal",2,Cobalt_Strike,60,Initial_Access,Windows,27,8,6,8,0,1,0,2,7,1,2,0,0,0,0,0,0,0,12,0,9
V0069,C07,Sophos X-Ops,Sophos X-Ops Incident Response:  Identifying Group Policy Attacks,https://www.youtube.com/watch?v=t1kv5pDURl4,transcripts/C07_Sophos_X-Ops/V0069.txt,0,,2,"Cobalt_Strike, AnyDesk",17,Persistence,Windows,3,3,6,0,0,1,0,1,1,2,1,0,0,0,0,1,0,0,16,0,0
V0422,C48,ThreatLocker,How to reduce risk across hypervisors and virtual machines  [ThreatLocker® Webinar],https://www.youtube.com/watch?v=_AA_KyeOADE,transcripts/C48_ThreatLocker/V0422.txt,0,,0,,42,Execution,ESXi,15,18,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,8,3,24
V0428,C48,ThreatLocker,Inside the attack: See ransomware get shut down [ThreatLocker® Webinar],https://www.youtube.com/watch?v=3AXZ-xoq6Lk,transcripts/C48_ThreatLocker/V0428.txt,1,Medusa,0,,39,Impact,Windows,0,6,6,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,8,4,0
V0423,C48,ThreatLocker,Preventing trusted software exploitation with application containment [ThreatLocker® Webinar],https://www.youtube.com/watch?v=xsL_hTf9vD0,transcripts/C48_ThreatLocker/V0423.txt,0,,0,,85,Execution,Windows,24,52,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0
V0431,C48,ThreatLocker,Series overview  – 100 days to secure your environment – Episode 15,https://www.youtube.com/watch?v=fsPj6bm-pQE,transcripts/C48_ThreatLocker/V0431.txt,0,,0,,31,Execution,Windows,8,9,1,0,0,5,0,0,3,5,0,0,0,0,0,0,0,0,17,0,1
V0429,C48,ThreatLocker,Beyond detection: How to enforce Zero Trust with application whitelisting  [ThreatLocker® Webinar],https://www.youtube.com/watch?v=NGij3ElbnRE,transcripts/C48_ThreatLocker/V0429.txt,1,Play,0,,39,Execution,Windows,3,22,2,4,0,3,0,0,1,4,0,0,0,0,0,0,0,0,6,1,0
V0424,C48,ThreatLocker,Ask the experts: Live Q&A about all things ThreatLocker [ThreatLocker® Webinar],https://www.youtube.com/watch?v=2-ol868NxJg,transcripts/C48_ThreatLocker/V0424.txt,0,,0,,50,Execution,Windows,4,34,2,2,0,2,0,0,1,5,0,0,0,0,0,0,0,0,8,6,0
V0427,C48,ThreatLocker,New Allowlisting strategies to empower your security [ThreatLocker® Webinar],https://www.youtube.com/watch?v=mvd44oHFke8,transcripts/C48_ThreatLocker/V0427.txt,0,,0,,23,Execution,Windows,0,17,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,15,0,0
V0430,C48,ThreatLocker,Cybersecurity readiness for out of office downtime [ThreatLocker® Webinar],https://www.youtube.com/watch?v=yuyO4rn_mRA,transcripts/C48_ThreatLocker/V0430.txt,1,Akira,0,,81,Initial_Access,Windows,20,19,1,0,0,15,0,2,8,16,0,0,0,0,0,0,0,0,12,0,1
V0426,C48,ThreatLocker,Defend against misconfigurations before they open the door to attacks [ThreatLocker® Webinar],https://www.youtube.com/watch?v=Eoj0JvuH168,transcripts/C48_ThreatLocker/V0426.txt,1,Play,0,,30,Execution,Windows,8,13,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0
V0046,C05,CrowdStrike,"Taking Down Cybercriminals with Shawn Henry, Former FBI Leader",https://www.youtube.com/watch?v=YXLpTzzvi1Q,transcripts/C05_CrowdStrike/V0046.txt,0,,0,,1,Persistence,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0048,C05,CrowdStrike,Is This Endgame? How Takedowns Are Reshaping eCrime,https://www.youtube.com/watch?v=3iNHYERZAvg,transcripts/C05_CrowdStrike/V0048.txt,3,"Conti, LockBit, Play",0,,10,Persistence,,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
V0049,C05,CrowdStrike,CrowdStrike Leads the Way in the 2025 MITRE ATT&CK Enterprise Evaluations,https://www.youtube.com/watch?v=MnZcvFn9VxQ,transcripts/C05_CrowdStrike/V0049.txt,0,,0,,5,Initial_Access,Windows,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
V0045,C05,CrowdStrike,Under The Light: Operationalizing CTEM with Falcon Exposure Management,https://www.youtube.com/watch?v=MFRxNItZZP4,transcripts/C05_CrowdStrike/V0045.txt,0,,0,,5,Initial_Access,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0044,C05,CrowdStrike,LABYRINTH CHOLLIMA Evolves into Three Adversaries,https://www.youtube.com/watch?v=aHQzT0eJ7C0,transcripts/C05_CrowdStrike/V0044.txt,1,Play,0,,6,Persistence,,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0042,C05,CrowdStrike,"Interview with a Threat Hunter: Brody Nisbet, Sr. Director of CrowdStrike OverWatch",https://www.youtube.com/watch?v=8U3AujVy1Jg,transcripts/C05_CrowdStrike/V0042.txt,0,,0,,15,Initial_Access,Windows,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0047,C05,CrowdStrike,2025 Wrapped: Updates on This Year’s Hottest Topics,https://www.youtube.com/watch?v=lRSGQV8Clgw,transcripts/C05_CrowdStrike/V0047.txt,2,"Play, Royal",0,,19,Initial_Access,ESXi,13,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3
V0041,C05,CrowdStrike,"Speed, Stealth, and AI: The CrowdStrike 2026 Global Threat Report",https://www.youtube.com/watch?v=gIeau0bhhMI,transcripts/C05_CrowdStrike/V0041.txt,3,"Akira, LockBit, Play",0,,18,Initial_Access,Windows,11,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
V0089,C09,Huntress,Tradecraft Tuesday | A Look Inside the React2Shell,https://www.youtube.com/watch?v=xpQ1a4drf1o,transcripts/C09_Huntress/V0089.txt,1,Play,0,,62,Initial_Access,Linux,54,1,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,7,0
V0081,C09,Huntress,From Trafficking Victim to Cybercrime Whistleblower,https://www.youtube.com/watch?v=d3oy3Ph5T5U,transcripts/C09_Huntress/V0081.txt,1,Play,1,Cobalt_Strike,17,Initial_Access,,11,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
V0086,C09,Huntress,The Product Lab | December 2025,https://www.youtube.com/watch?v=GW3SqDH-_hg,transcripts/C09_Huntress/V0086.txt,2,"Play, Qilin",0,,4,Initial_Access,Windows,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
V0090,C09,Huntress,Community Fireside Chat | Nailing Your Incident Response (IR) Planning,https://www.youtube.com/watch?v=U_EgekHjHyM,transcripts/C09_Huntress/V0090.txt,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0082,C09,Huntress,What We've Learned From Protecting 4M Endpoints & 9M Identities,https://www.youtube.com/watch?v=9ovkrQWcb2Y,transcripts/C09_Huntress/V0082.txt,0,,0,,3,Initial_Access,Windows,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0083,C09,Huntress,"Community Fireside Chat | Beyond the Tech: Mastering the ""Business-First"" QBR",https://www.youtube.com/watch?v=GJ_w1v1pI5Q,transcripts/C09_Huntress/V0083.txt,1,Qilin,0,,7,Initial_Access,,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0088,C09,Huntress,Community Fireside Chat | The Evolution of Cyber Insurance: Rethinking Carrier Vendor Panels,https://www.youtube.com/watch?v=Y_y5CMpLm2I,transcripts/C09_Huntress/V0088.txt,1,Play,0,,3,Persistence,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0084,C09,Huntress,"Community Fireside Chat (EMEA) | Beyond the Tech: Mastering the ""Business-First"" QBR",https://www.youtube.com/watch?v=_qnz_EBDpkg,transcripts/C09_Huntress/V0084.txt,0,,0,,11,Persistence,,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0085,C09,Huntress,Tradecraft Tuesday | Hiding in Plain Sight - AppDomainManager Injection,https://www.youtube.com/watch?v=XlHQezA8W3s,transcripts/C09_Huntress/V0085.txt,3,"Hive, Play, Qilin",2,Cobalt_Strike,23,Privilege_Escalation,Windows,6,4,3,8,0,0,0,2,0,0,2,0,0,0,0,0,0,0,13,0,0
V0401,C45,Arctic Wolf,"The Howler Episode 23 - Matthew Trushinski, Vice President of Product Marketing",https://www.youtube.com/watch?v=IwWRTKhR6bk,transcripts/C45_Arctic_Wolf/V0401.txt,1,Play,0,,3,Initial_Access,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0399,C45,Arctic Wolf,"The Howler Episode 25 - Susan Corcoran, Chief Accounting Officer",https://www.youtube.com/watch?v=BK0kH_1szFc,transcripts/C45_Arctic_Wolf/V0399.txt,1,Play,0,,1,Persistence,Windows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0396,C45,Arctic Wolf,Arctic Wolf and AWS: AI-Powered SOC and Security Incident Response,https://www.youtube.com/watch?v=x2F7d5AfEJE,transcripts/C45_Arctic_Wolf/V0396.txt,0,,0,,7,Persistence,,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0397,C45,Arctic Wolf,From Dugouts to Data Lakes: Applying Moneyball to the AI SOC,https://www.youtube.com/watch?v=rdan6cCgXA0,transcripts/C45_Arctic_Wolf/V0397.txt,1,Play,0,,6,Initial_Access,,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0395,C45,Arctic Wolf,"The Howler Episode 27 - Charlie Smith, SVP Global Acquisition Sales Engineering",https://www.youtube.com/watch?v=r-7SRnFBjeg,transcripts/C45_Arctic_Wolf/V0395.txt,1,Play,0,,5,Persistence,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0026,C03,Black Hat,Black Hat USA 2025 | Vaulted Severance: Your Secrets Are Now Outies,https://www.youtube.com/watch?v=KC-8DhS8x5Q,transcripts/C03_Black_Hat/V0026.txt,0,,0,,28,Privilege_Escalation,Windows,5,0,3,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
V0030,C03,Black Hat,Black Hat USA 2025 | From Prompts to Pwns: Exploiting and Securing AI Agents,https://www.youtube.com/watch?v=zipgr080EQU,transcripts/C03_Black_Hat/V0030.txt,1,Qilin,0,,21,Initial_Access,Windows,5,5,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0
V0027,C03,Black Hat,Black Hat USA 2025 | A Fireside Chat with Cognitive Scientist and AI Expert Gary Marcus,https://www.youtube.com/watch?v=e69OE0ZjskA,transcripts/C03_Black_Hat/V0027.txt,1,Play,0,,2,Initial_Access,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0029,C03,Black Hat,Black Hat USA 2025 | Exploiting DNS for Stealthy User Tracking,https://www.youtube.com/watch?v=xQy1YcLK1Ak,transcripts/C03_Black_Hat/V0029.txt,2,"Play, Qilin",0,,3,Impact,Windows,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0
V0022,C03,Black Hat,Black Hat USA 2025 | FACADE: High-Precision Insider Threat Detection Using Contrastive Learning,https://www.youtube.com/watch?v=3CV1efZSHmQ,transcripts/C03_Black_Hat/V0022.txt,0,,0,,3,Initial_Access,Windows,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0023,C03,Black Hat,Black Hat USA 2025 | Breaking Out of The AI Cage: Pwning AI Providers with NVIDIA Vulnerabilities,https://www.youtube.com/watch?v=5RH0StmV7Eo,transcripts/C03_Black_Hat/V0023.txt,0,,0,,72,Initial_Access,Linux,62,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
V0021,C03,Black Hat,Black Hat USA 2025 | Enhancing Command Line Classification with Benign Anomalous Data,https://www.youtube.com/watch?v=om5x9aFrnLE,transcripts/C03_Black_Hat/V0021.txt,0,,0,,8,Execution,,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0025,C03,Black Hat,Black Hat USA 2025 | AI Enterprise Compromise - 0click Exploit Methods,https://www.youtube.com/watch?v=M_BDq2hTJxU,transcripts/C03_Black_Hat/V0025.txt,1,Play,0,,8,Exfiltration,,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V0028,C03,Black Hat,Black Hat USA 2025 | Hacking the Status Quo: Tales From Leading Women in Cybersecurity,https://www.youtube.com/watch?v=8V4i8TW1YXU,transcripts/C03_Black_Hat/V0028.txt,0,,0,,10,Initial_Access,,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0024,C03,Black Hat,Black Hat USA 2025 | Autonomous Timeline Analysis and Threat Hunting: An AI Agent for Timesketch,https://www.youtube.com/watch?v=9EA7kz4bGvQ,transcripts/C03_Black_Hat/V0024.txt,1,Qilin,0,,3,Initial_Access,Windows,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0
V0145,C16,USENIX Security,SREcon25 Europe/Middle East/Africa - Service Messy: Pagerduty's Service Mesh Migration,https://www.youtube.com/watch?v=vPcbT9hSUJU,transcripts/C16_USENIX_Security/V0145.txt,0,,0,,31,Persistence,,0,1,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V0146,C16,USENIX Security,SREcon25 Europe/Middle East/Africa - Gaining Insights from a Black Box System,https://www.youtube.com/watch?v=x9OYdphaujg,transcripts/C16_USENIX_Security/V0146.txt,1,Play,0,,7,Persistence,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0148,C16,USENIX Security,SREcon25 Europe/Middle East/Africa - The Bitter and the Sweet of Running a Planet-Scale Build &...,https://www.youtube.com/watch?v=E_qxG2vX8XE,transcripts/C16_USENIX_Security/V0148.txt,1,Play,0,,4,Persistence,Linux,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
