Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0411,C46,Dragos Inc,2023 OT Cybersecurity Lessons Learned From the Frontlines,https://www.youtube.com/watch?v=abLfwL4FN40,transcripts/C46_Dragos_Inc/V0411.txt,2,"Play, Qilin",1,Cobalt_Strike,83,Initial_Access,Windows,59,1,5,2,0,15,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0
V0412,C46,Dragos Inc,2023 OT Cybersecurity Vulnerability Briefing,https://www.youtube.com/watch?v=wDBATUR42VE,transcripts/C46_Dragos_Inc/V0412.txt,1,Play,0,,138,Initial_Access,Windows,127,1,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0
V0414,C46,Dragos Inc,Dragos 2023 OT Cybersecurity Year in Review Executive Briefing,https://www.youtube.com/watch?v=ZkbLe5Q7BwY,transcripts/C46_Dragos_Inc/V0414.txt,1,Play,2,Cobalt_Strike,68,Initial_Access,Windows,59,0,4,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,5,0,0
V0405,C46,Dragos Inc,"Full Testimony | ""We Are Not Prepared"" - CEO's Urgent Warning on U.S. Infrastructure Cyber Threats",https://www.youtube.com/watch?v=6oIVUi0xum4,transcripts/C46_Dragos_Inc/V0405.txt,0,,0,,7,Initial_Access,,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0408,C46,Dragos Inc,Do No Harm: OT-Native Approach for Network Monitoring and Cybersecurity,https://www.youtube.com/watch?v=0NbwM85nASU,transcripts/C46_Dragos_Inc/V0408.txt,1,Play,0,,14,Initial_Access,Windows,9,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0
V0407,C46,Dragos Inc,How The Dragos Platform's Asset Inventory Fuels Detection & Response,https://www.youtube.com/watch?v=nD9pxQWDPM4,transcripts/C46_Dragos_Inc/V0407.txt,0,,0,,44,Initial_Access,,41,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0409,C46,Dragos Inc,Unified SOC: Centralized Security Data with OT Visibility for Intelligence Driven Investigations,https://www.youtube.com/watch?v=O5XCUFgwMVY,transcripts/C46_Dragos_Inc/V0409.txt,0,,0,,5,Initial_Access,Windows,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
V0413,C46,Dragos Inc,2023 OT Cybersecurity Threat Landscape,https://www.youtube.com/watch?v=6M3vO6uKZhY,transcripts/C46_Dragos_Inc/V0413.txt,0,,0,,33,Initial_Access,,26,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
V0331,C37,TrustedSec,Discord Livestream - Crash Course: Building an Analysis Strategy,https://www.youtube.com/watch?v=p93aOOBy2cU,transcripts/C37_TrustedSec/V0331.txt,1,Play,0,,6,Initial_Access,,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V0332,C37,TrustedSec,Webinar - Tips for Incident Response Planning: Prepare Before Crisis Strikes,https://www.youtube.com/watch?v=ZHVPP1Ws-Zo,transcripts/C37_TrustedSec/V0332.txt,2,"Play, Qilin",0,,3,Privilege_Escalation,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0334,C37,TrustedSec,Webinar - NIST CSF 2.0 - From Compliance to Confidence,https://www.youtube.com/watch?v=I-tTQnjj308,transcripts/C37_TrustedSec/V0334.txt,0,,0,,16,Persistence,Windows,6,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
V0330,C37,TrustedSec,Navigating Authorization with a Copilot - Security Noise Ep 8.8,https://www.youtube.com/watch?v=QsmdLJsvAkc,transcripts/C37_TrustedSec/V0330.txt,0,,0,,12,Exfiltration,,0,1,3,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
V0327,C37,TrustedSec,LLM = Love Language Model?! - Security Noise Ep 8.9,https://www.youtube.com/watch?v=QA_j4ZUYDAs,transcripts/C37_TrustedSec/V0327.txt,0,,0,,3,Initial_Access,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0326,C37,TrustedSec,Perspectives on AI in the Cybersecurity Industry in 2026 - Webinar,https://www.youtube.com/watch?v=I0OZfnCFakE,transcripts/C37_TrustedSec/V0326.txt,1,Play,2,Cobalt_Strike,31,Initial_Access,Windows,24,2,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0
V0325,C37,TrustedSec,Discord Livestream - Tales from the Trenches: Securing Active Directory,https://www.youtube.com/watch?v=aqAtLFRahdo,transcripts/C37_TrustedSec/V0325.txt,0,,0,,56,Persistence,Windows,7,3,43,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,1
V0328,C37,TrustedSec,Guthrie Family Releases New Video Amid Search for Mother | CNN Out Front with Erin Burnett,https://www.youtube.com/watch?v=nf3eDr5TqEQ,transcripts/C37_TrustedSec/V0328.txt,1,Play,0,,3,Impact,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
V0333,C37,TrustedSec,Hacker Family Feud - Security Noise Ep. 8.7,https://www.youtube.com/watch?v=wLdooJaeHwk,transcripts/C37_TrustedSec/V0333.txt,0,,0,,3,Initial_Access,Linux,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,10,0
V0417,C47,Cybereason,Case Study: How Cybereason MDR Improved Olist's Triage & Response Time,https://www.youtube.com/watch?v=p_pYYluRh2U,transcripts/C47_Cybereason/V0417.txt,0,,0,,2,Impact,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0415,C47,Cybereason,The 11 Essential Cybersecurity Controls - Full LinkedIn Live Recording,https://www.youtube.com/watch?v=U0fLqbf42Q8,transcripts/C47_Cybereason/V0415.txt,1,Cl0p,0,,33,Initial_Access,Windows,21,1,4,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0
V0420,C47,Cybereason,Cyber Attack Simulation 18 10 2019,https://www.youtube.com/watch?v=Il72UUDj4rY,transcripts/C47_Cybereason/V0420.txt,1,Qilin,0,,36,Execution,Linux,12,16,1,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,3,6,0
V0416,C47,Cybereason,NGAV Redefined Webinar with Cybereason,https://www.youtube.com/watch?v=ZKsPGSFKxvE,transcripts/C47_Cybereason/V0416.txt,3,"LockBit, Play, Qilin",9,Cobalt_Strike,34,Impact,Windows,8,1,2,0,0,0,0,9,2,12,9,0,0,0,0,0,0,0,1,1,0
V0419,C47,Cybereason,Cybereason Ransomware Defense,https://www.youtube.com/watch?v=e1j3XKwR4Uw,transcripts/C47_Cybereason/V0419.txt,3,"Conti, DarkSide, Play",0,,10,Initial_Access,Windows,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
V0421,C47,Cybereason,Live Cyber-Attack Simulation,https://www.youtube.com/watch?v=WRIakA5CP3I,transcripts/C47_Cybereason/V0421.txt,2,"Play, Qilin",0,,47,Initial_Access,Windows,19,9,7,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,10,5,1
V0310,C34,Elastic,"Elastic Security Explained: Transparency, AI, and the Future of Threat Hunting",https://www.youtube.com/watch?v=tw-NNqzgohk,transcripts/C34_Elastic/V0310.txt,1,Play,0,,8,Execution,Windows,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0
V0306,C34,Elastic,Embracing failure and chaos to improve system reliability and SRE team performance,https://www.youtube.com/watch?v=IUZMyoFXa4E,transcripts/C14_Elastic_Security/V0126.txt,1,Play,0,,2,Persistence,Linux,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
V0304,C34,Elastic,Pastries with SREs: Holding onto extra observability data and desserts,https://www.youtube.com/watch?v=gpsnVi2_mxM,transcripts/C14_Elastic_Security/V0124.txt,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0230,C24,Cisco Talos Intelligence Group,"TTP Ep14: Persistence, Privilege & Camouflage - Insights from Vulnerabilities Discovered by Talos",https://www.youtube.com/watch?v=RJvp25sbYeE,transcripts/C24_Cisco_Talos_Intelligence_Group/V0230.txt,0,,0,,26,Initial_Access,Windows,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
V0229,C24,Cisco Talos Intelligence Group,"Humans of Talos: Alex Ryan, Incident Commander",https://www.youtube.com/watch?v=zOJwo3IfiZQ,transcripts/C24_Cisco_Talos_Intelligence_Group/V0229.txt,0,,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0223,C24,Cisco Talos Intelligence Group,"The TTP 20: Less Ransomware, Same Problems",https://www.youtube.com/watch?v=qBBrhmwfTfE,transcripts/C24_Cisco_Talos_Intelligence_Group/V0223.txt,3,"LockBit, Play, Qilin",0,,23,Initial_Access,,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0225,C24,Cisco Talos Intelligence Group,TTP 18: How Talos Built an AI Model Into one of the Internet’s Most Abused Layers,https://www.youtube.com/watch?v=yPTDEluRyxc,transcripts/C24_Cisco_Talos_Intelligence_Group/V0225.txt,0,,0,,10,Exfiltration,,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
V0226,C24,Cisco Talos Intelligence Group,TTP 17: How Attackers Use Your Own Tools Against You,https://www.youtube.com/watch?v=q7yV4C7cL3Y,transcripts/C24_Cisco_Talos_Intelligence_Group/V0226.txt,3,"Babuk, LockBit, Qilin",0,,17,Initial_Access,,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V0322,C35,Splunk,Splunk : Create custom index in clustered environment,https://www.youtube.com/watch?v=KCooGEa74fk,transcripts/C35_Splunk/V0322.txt,0,,0,,1,Impact,Windows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
V0316,C35,Splunk,Splunk Secure Gateway : Connect your mobile apps with Splunk,https://www.youtube.com/watch?v=HPk9QQip-YM,transcripts/C35_Splunk/V0316.txt,1,Play,0,,7,Impact,Windows,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0
V0313,C35,Splunk,Splunk Deep learning concept App: Creation of Image classifier using Tensorflow.js,https://www.youtube.com/watch?v=2v0Uk194hfM,transcripts/C35_Splunk/V0313.txt,1,Play,0,,1,Execution,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0321,C35,Splunk,Splunk : How to connect Heavy Forwader to an Indexer cluster - PART 1 (Manual Method),https://www.youtube.com/watch?v=Exm0tcmnSbM,transcripts/C35_Splunk/V0321.txt,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0153,C17,FIRST Conference,"Improving Security Across Nations with FIRST: Enrico Lovat, FIRST Member",https://www.youtube.com/watch?v=Ggp3UIVPxkc,transcripts/C17_FIRST_Conference/V0153.txt,1,Play,0,,3,Initial_Access,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0161,C17,FIRST Conference,What's New in CSAF v2.1: Key Updates Explained,https://www.youtube.com/watch?v=IMVAwXra3k8,transcripts/C17_FIRST_Conference/V0161.txt,1,Play,0,,21,Initial_Access,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0157,C17,FIRST Conference,Revolutionizing Malware Analysis with Agentic AI: Lessons and Innovations,https://www.youtube.com/watch?v=Y46zntv2IRM,transcripts/C17_FIRST_Conference/V0157.txt,2,"Play, Qilin",0,,6,Execution,Linux,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
V0162,C17,FIRST Conference,Only Seeing Stars: Enabling the Open Source Scripting Community with OCSF,https://www.youtube.com/watch?v=RqsHcTtFhpc,transcripts/C17_FIRST_Conference/V0162.txt,1,Play,0,,21,Execution,Windows,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
V0158,C17,FIRST Conference,"Friday Keynote Address - Network Security is a Team Sport, so How Do We Set and Manage the Team",https://www.youtube.com/watch?v=cxINHQ4I8Aw,transcripts/C17_FIRST_Conference/V0158.txt,0,,0,,6,Persistence,,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
V0357,C41,Belkasoft,AI-Based Challenges and Opportunities in Video Forensics | Marco Fontani,https://www.youtube.com/watch?v=nutlY2fss3s,transcripts/C41_Belkasoft/V0357.txt,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0356,C41,Belkasoft,Databases Under Attack: Malware in Trusted SQL Servers | Vedant Narayan,https://www.youtube.com/watch?v=QhrGDp_w4UU,transcripts/C41_Belkasoft/V0356.txt,0,,0,,1,Impact,Windows,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
V0362,C41,Belkasoft,Trusting AI in DFIR: Where It Shines and Fails | Brett Shavers & Elena Chertova,https://www.youtube.com/watch?v=iaBbphMxp2o,transcripts/C41_Belkasoft/V0362.txt,2,"Play, Qilin",0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0364,C41,Belkasoft,What Artifacts Can be Analyzed from a Windows System—12th Episode of BelkaTalk on DFIR,https://www.youtube.com/watch?v=i1vO2xwICAI,transcripts/C41_Belkasoft/V0364.txt,0,,0,,1,Persistence,Windows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0355,C41,Belkasoft,The Best AI for Digital Forensics | AI That Actually Works for DFIR,https://www.youtube.com/watch?v=NyMRVbGtM5w,transcripts/C41_Belkasoft/V0355.txt,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0361,C41,Belkasoft,"Alexis Brignoni ""In-Depth Scrutiny of SEGB Files for Pattern of Life Data""",https://www.youtube.com/watch?v=4XN6SD-wxAg,transcripts/C41_Belkasoft/V0361.txt,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0358,C41,Belkasoft,Interpretation Risks with Digital Evidence | Jan Collie,https://www.youtube.com/watch?v=lcutsCoyPAU,transcripts/C41_Belkasoft/V0358.txt,0,,0,,2,Exfiltration,Windows,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
V0354,C40,Magnet Forensics,New York State Police,https://www.youtube.com/watch?v=Cr9aZW4E6n4,transcripts/C40_Magnet_Forensics/V0354.txt,0,,0,,2,Initial_Access,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0110,C11,Secureworks,Secureworks Taegis XDR Entity Graph Demo,https://www.youtube.com/watch?v=8r34sovxaiE,transcripts/C11_Secureworks/V0110.txt,0,,0,,2,Persistence,Windows,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0108,C11,Secureworks,Context Matters: Defending Your Business with Threat Intelligence,https://www.youtube.com/watch?v=oYMaV5PiaG4,transcripts/C11_Secureworks/V0108.txt,0,,0,,2,Initial_Access,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0104,C11,Secureworks,Keynote Address: Bridging Borders in Cybersecurity,https://www.youtube.com/watch?v=b_IhU4tTttA,transcripts/C11_Secureworks/V0104.txt,1,Hive,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0102,C11,Secureworks,Predictions Round Table: Secureworks Experts On Cybersecurity in 2025,https://www.youtube.com/watch?v=XUbhK9TyuCA,transcripts/C11_Secureworks/V0102.txt,0,,0,,11,Initial_Access,,6,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0103,C11,Secureworks,Inside The Threat: Secureworks CTU Analysis,https://www.youtube.com/watch?v=5KGY9byIMQg,transcripts/C11_Secureworks/V0103.txt,2,"Play, Royal",0,,24,Exfiltration,Windows,4,0,6,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,1,0,1
V0107,C11,Secureworks,State of the Threat Overview,https://www.youtube.com/watch?v=xQsWREi7TJc,transcripts/C11_Secureworks/V0107.txt,1,Play,0,,4,Initial_Access,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0105,C11,Secureworks,Embedding Threat Intelligence for Super Security,https://www.youtube.com/watch?v=Qur8h6Kb9k0,transcripts/C11_Secureworks/V0105.txt,0,,0,,5,Initial_Access,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0109,C11,Secureworks,Stop Identity Attacks in Their Tracks: A Roadmap to Risk Reduction,https://www.youtube.com/watch?v=xN7LhialSrQ,transcripts/C11_Secureworks/V0109.txt,0,,0,,13,Persistence,,5,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0101,C11,Secureworks,Re-Examining Chinese Cyber Threats in the Age of the Xictionary,https://www.youtube.com/watch?v=XG9KCTgW2t4,transcripts/C11_Secureworks/V0101.txt,2,"Play, Royal",2,Cobalt_Strike,8,Initial_Access,Windows,5,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0
V0058,C06,Mandiant (Google Cloud Security),Best Practices For Ingestion And Parsing in Google Security Operations,https://www.youtube.com/watch?v=7uoQqQBbu88,transcripts/C06_Mandiant_Google_Cloud_Security/V0058.txt,1,Play,0,,2,Persistence,Linux,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
V0060,C06,Mandiant (Google Cloud Security),"EP19 The Art of Deconstructing Problems: Tools, Tactics, and the ScatterBrain Obfuscator with Nin...",https://www.youtube.com/watch?v=PUV0JWKzuYo,transcripts/C06_Mandiant_Google_Cloud_Security/V0060.txt,2,"Play, Qilin",0,,13,Initial_Access,Windows,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
V0052,C06,Mandiant (Google Cloud Security),How Android Combats Mobile Scams,https://www.youtube.com/watch?v=99r8Ya0nzyY,transcripts/C06_Mandiant_Google_Cloud_Security/V0052.txt,1,Play,0,,6,Execution,ESXi,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V0055,C06,Mandiant (Google Cloud Security),Data Pipeline Management in Google SecOps,https://www.youtube.com/watch?v=zruKcuSgzNI,transcripts/C06_Mandiant_Google_Cloud_Security/V0055.txt,2,"Play, Qilin",0,,2,Initial_Access,Windows,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0
V0053,C06,Mandiant (Google Cloud Security),"EP21 From HITB Origins to Agentic AI: Web3, Music & The Future of Hacking with Dhillon Kannabhiran",https://www.youtube.com/watch?v=_zaUf78aACU,transcripts/C06_Mandiant_Google_Cloud_Security/V0053.txt,1,Play,0,,3,Initial_Access,Windows,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V0051,C06,Mandiant (Google Cloud Security),"EP22 Jailbreaking, Prompt Injection, and the ""Agentic"" Flaw in MCP with Kevin Harris",https://www.youtube.com/watch?v=xSuxDQ0ZQe4,transcripts/C06_Mandiant_Google_Cloud_Security/V0051.txt,1,Play,0,,3,Initial_Access,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0056,C06,Mandiant (Google Cloud Security),Simplifying Security and Log Ingestion: Bindplane + Google SecOps,https://www.youtube.com/watch?v=fzhbWb9oAEI,transcripts/C06_Mandiant_Google_Cloud_Security/V0056.txt,1,Qilin,0,,2,Execution,Windows,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,8,1
V0057,C06,Mandiant (Google Cloud Security),Using Gemini to Build Rules and Searches for Google SecOps,https://www.youtube.com/watch?v=jASM45DtQ5U,transcripts/C06_Mandiant_Google_Cloud_Security/V0057.txt,1,Qilin,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0341,C38,Blue Team Village,"IR - OODA! An hour in incident responder life  (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=K5AN_8G5Sc4,transcripts/C38_Blue_Team_Village/V0341.txt,1,Qilin,0,,22,Persistence,Windows,3,3,9,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0
V0339,C38,Blue Team Village,"CTH: Go Phish: Visualizing Basic Malice (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=oXlCyvFed6Q,transcripts/C38_Blue_Team_Village/V0339.txt,0,,0,,30,Execution,,12,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0335,C38,Blue Team Village,DC31 - KC Track - IR Analysis Part I-II,https://www.youtube.com/watch?v=jgR6jvf62B8,transcripts/C38_Blue_Team_Village/V0335.txt,1,Qilin,0,,9,Persistence,Windows,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0
V0336,C38,Blue Team Village,Forensics 101 Part I II,https://www.youtube.com/watch?v=kjOWlAjs94E,transcripts/C38_Blue_Team_Village/V0336.txt,1,Qilin,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
V0338,C38,Blue Team Village,Incident Response 101 Part 1-3,https://www.youtube.com/watch?v=eWIZALQozgk,transcripts/C38_Blue_Team_Village/V0338.txt,2,"INC, Play",0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0343,C38,Blue Team Village,"CTH: The Logs are Gone?  (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=0HB3rBiAJVw,transcripts/C38_Blue_Team_Village/V0343.txt,0,,0,,26,Execution,Windows,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0
V0340,C38,Blue Team Village,"CTI: Generating Threat Intelligence from an Incident  (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=86LlAMwv3qY,transcripts/C38_Blue_Team_Village/V0340.txt,1,Play,0,,10,Execution,Windows,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0337,C38,Blue Team Village,Incident Response 101 Part IV - V,https://www.youtube.com/watch?v=Z7Jt9ts6x78,transcripts/C38_Blue_Team_Village/V0337.txt,0,,0,,1,Persistence,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0344,C38,Blue Team Village,"CTH: Go Phish: Visualizing Basic Malice (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=3LeR4CTXfHA,transcripts/C38_Blue_Team_Village/V0344.txt,0,,0,,30,Execution,,12,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0342,C38,Blue Team Village,"CTH: Hunting for Adversary's Schedule  (DEF CON 30, Project Obsidian)",https://www.youtube.com/watch?v=x0MWxUiatVU,transcripts/C38_Blue_Team_Village/V0342.txt,0,,0,,27,Persistence,Windows,0,9,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
V0200,C21,CyberWire,Telegram for the throne. [Research Saturday],https://www.youtube.com/watch?v=IIpmGVUI-BQ,transcripts/C21_CyberWire/V0200.txt,1,Play,0,,6,Impact,Windows,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
V0196,C21,CyberWire,The basics broke telecom.,https://www.youtube.com/watch?v=d5xelZImdT4,transcripts/C21_CyberWire/V0196.txt,1,Play,0,,15,Initial_Access,,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0201,C21,CyberWire,Telegram for the throne.,https://www.youtube.com/watch?v=d4jhWp_pzFc,transcripts/C21_CyberWire/V0201.txt,1,Play,0,,6,Impact,Windows,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
V0193,C21,CyberWire,Multiple root-level risks resolved.,https://www.youtube.com/watch?v=mmH02AmaxRg,transcripts/C21_CyberWire/V0193.txt,2,"Medusa, Play",0,,16,Initial_Access,Windows,7,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
V0238,C26,MalwareTech,Why Microsoft Is To Blame For The Crowdstrike Outage (Not The EU),https://www.youtube.com/watch?v=EGttFWntctU,transcripts/C26_MalwareTech/V0238.txt,0,,0,,7,Initial_Access,Windows,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0
V0240,C26,MalwareTech,How I Hacked My Garage Remote With a Flipper Zero & Microchip Programmer,https://www.youtube.com/watch?v=PD4We74ZUAg,transcripts/C26_MalwareTech/V0240.txt,1,Play,0,,1,Execution,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0236,C26,MalwareTech,Bypassing App-Bound Encryption To Dump Browser Credentials | HuntersCON 2024 Keynote,https://www.youtube.com/watch?v=Op7poNLdi7c,transcripts/C26_MalwareTech/V0236.txt,1,Play,0,,64,Impact,Windows,29,0,0,4,0,0,0,0,1,30,0,0,0,0,0,0,0,0,5,1,0
V0235,C26,MalwareTech,Getting Started With Reverse Engineering | TryHackMe Advent Of Cyber - Day 21 Walkthrough,https://www.youtube.com/watch?v=K-oowwtK_8Q,transcripts/C26_MalwareTech/V0235.txt,0,,0,,1,Initial_Access,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0
V0237,C26,MalwareTech,I Vulnerability Scanned The Entire Internet And Accidentally Made A Botnet,https://www.youtube.com/watch?v=REfYQh4-9lU,transcripts/C26_MalwareTech/V0237.txt,0,,0,,22,Initial_Access,,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0232,C26,MalwareTech,China Just Automated Cyberattacks With AI,https://www.youtube.com/watch?v=siZaZf3lK_8,transcripts/C26_MalwareTech/V0232.txt,1,LockBit,0,,21,Initial_Access,,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V0234,C26,MalwareTech,Public Wi-Fi Is Safer Than You Think,https://www.youtube.com/watch?v=i7GwjGGwxzg,transcripts/C26_MalwareTech/V0234.txt,0,,0,,35,Impact,,1,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
V0383,C43,Active Countermeasures,Fireside Friday – Firewalling #infosec,https://www.youtube.com/watch?v=5KocQVpUFCk,transcripts/C43_Active_Countermeasures/V0383.txt,1,Play,0,,8,Execution,Linux,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0
V0376,C43,Active Countermeasures,Command & Convo - The C2 Webcast - Episode 6: Velociraptor as C2,https://www.youtube.com/watch?v=x_X1o22yXRA,transcripts/C43_Active_Countermeasures/V0376.txt,2,"INC, Play",7,Cobalt_Strike,61,Persistence,Windows,13,8,21,1,0,9,0,7,2,0,7,0,0,0,0,0,0,0,8,4,0
